title;realAgent;address;sqm;feature1;feature2;price;link;lon;lat;last_update
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;42;2 Zimmer;Terrasse, Balkon;790;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607225873/;16,371177;48,233323;04.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;38;2 Zimmer;Terrasse, Balkon;770;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607225877/;16,371177;48,233323;05.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;35;2 Zimmer;Terrasse;725;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607221517/;16,371177;48,233323;06.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;41;2 Zimmer;Balkon;790;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607221671/;16,371177;48,233323;07.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;41;2 Zimmer;Balkon;790;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607221675/;16,371177;48,233323;08.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;38;2 Zimmer;Terrasse, Balkon;785;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607221680/;16,371177;48,233323;09.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;38;2 Zimmer;Terrasse, Balkon;780;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-607221416/;16,371177;48,233323;10.05.24 02:41
5. OG, hofseitig und ruhig!!! Single-Wohnung mit optimaler Verkehrsanbindung;Hubner Immobilien;1200 Wien, 20. Bezirk, Brigittenau;34;1 Zimmer;1 Zimmer;599;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/5-og-hofseitig-und-ruhig-single-wohnung-mit-optimaler-verkehrsanbindung-632335944/;16,371177;48,233323;11.05.24 02:41
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN;STADTQUARTIER Home;1200 Wien, 20. Bezirk, Brigittenau;43;2 Zimmer;Balkon, Loggia;735;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-erstbezug-hochwertige-mietwohnungen-mit-freiflaechen-in-1200-wien-608295500/;16,371177;48,233323;12.05.24 02:41
GARCONNIERE im NEUBAU mit Lift - Befristet - Augarten Nähe;DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H;1200 Wien, 20. Bezirk, Brigittenau;28;1 Zimmer;1 Zimmer;525;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/garconniere-im-neubau-mit-lift-befristet-augarten-naehe-632235513/;16,371177;48,233323;13.05.24 02:41
STUDENTEN aufgepasst!- GARCONNIERE nahe WALLENSTEINPLATZ mit Lift - Befristet;DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H;1200 Wien, 20. Bezirk, Brigittenau;26;1 Zimmer;Balkon;475;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/studenten-aufgepasst-garconniere-nahe-wallensteinplatz-mit-lift-befristet-632235516/;16,371177;48,233323;14.05.24 02:41
AUGARTEN Nähe - GARCONNIERE mit Innenhoflage im NEUBAU mit Lift - Befristet;DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H;1200 Wien, 20. Bezirk, Brigittenau;29;1 Zimmer;1 Zimmer;545;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/augarten-naehe-garconniere-mit-innenhoflage-im-neubau-mit-lift-befristet-632235518/;16,371177;48,233323;15.05.24 02:41
GARCONNIERE im NEUBAU nahe AUGARTEN mit Lift - Befristet;DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H;1200 Wien, 20. Bezirk, Brigittenau;26;1 Zimmer;1 Zimmer;495;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/garconniere-im-neubau-nahe-augarten-mit-lift-befristet-632235523/;16,371177;48,233323;16.05.24 02:41
Gutes Preisleistungsverhältnis, räumlich super aufgeteilt 3 Zimmer zentral begehbar;Altstadtreal Hausverwaltungs- u ImmobilienvermittlungsgesmbH;1200 Wien, 20. Bezirk, Brigittenau;74;3 Zimmer;3 Zimmer;890;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/gutes-preisleistungsverhaeltnis-raeumlich-super-aufgeteilt-3-zimmer-zentral-begehbar-618364104/;16,371177;48,233323;17.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;51;2 Zimmer;Balkon, Loggia, Garten;799;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-598855257/;16,371177;48,233323;18.05.24 02:41
*UNBEFRISTET* 2 Zimmer Balkon-Wohnung in Brigittenau || Lift, Kellerabteil, Fahrradraum ||;RIWOG Real Estate Management GmbH;1200 Wien, 20. Bezirk, Brigittenau;74;2 Zimmer;Balkon;724,02;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-unbefristet-2-zimmer-balkon-wohnung-in-brigittenau-lift-kellerabteil-fahrradraum-636072771/;16,371177;48,233323;19.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;38;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-600239534/;16,371177;48,233323;20.05.24 02:41
Dachgeschosswohnung mit 360 ° Terrasse mit Blick bis zum Kahlenberg | Augarten und U4 Friedensbrücke in Gehweite;RIWOG Real Estate Management GmbH;1200 Wien, 20. Bezirk, Brigittenau;80;3 Zimmer;Terrasse;1690,6;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/dachgeschosswohnung-mit-360-terrasse-mit-blick-bis-zum-kahlenberg-augarten-und-u4-friedensbruecke-in-gehweite-625913788/;16,371177;48,233323;21.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;38;2 Zimmer;Balkon, Loggia, Garten;759;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-636006710/;16,371177;48,233323;22.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;43;2 Zimmer;Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-636003721/;16,371177;48,233323;23.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;36;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-623762777/;16,371177;48,233323;24.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;36;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-623760573/;16,371177;48,233323;25.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;35;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-623760576/;16,371177;48,233323;26.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;37;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-602893615/;16,371177;48,233323;27.05.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;51;2 Zimmer;Balkon, Loggia, Garten;799;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-602888795/;16,371177;48,233323;28.05.24 02:41
*** LOGGIA *** PÄRCHEN TRAUM *** PERFEKTE INFRASTRUKTUR ***;TREND Immobilien;1200 Wien, 20. Bezirk, Brigittenau;53;2 Zimmer;Loggia;895;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-loggia-paerchen-traum-perfekte-infrastruktur-635975413/;16,371177;48,233323;29.05.24 02:41
Top-Angebot, vollmöblierte Wohnung 60 m2 (Miete ab 3 Monate);Privat;1200 Wien, 20. Bezirk, Brigittenau;64;3 Zimmer;Loggia;1300;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/top-angebot-vollmoeblierte-wohnung-60-m2-miete-ab-3-monate-635321077/;16,371177;48,233323;30.05.24 02:41
***NEW***Short-term apartment in walking distance to AUGARTEN, 1-6 months, furnished!;Adonia Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;22;1 Zimmer;1 Zimmer;748,98;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-new-short-term-apartment-in-walking-distance-to-augarten-1-6-months-furnished-631885329/;16,371177;48,233323;31.05.24 02:41
WALLENSTEINPLATZ / NÄHE AUGARTEN: WUNDERSCHÖN RENOVIERTE 3-ZIMMER-WOHNUNG MIT PATIO;PAUMGARTNER-ECCLI IMMOBILIEN;1200 Wien, 20. Bezirk, Brigittenau;105;3 Zimmer;Terrasse;1490;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/wallensteinplatz-naehe-augarten-wunderschoen-renovierte-3-zimmer-wohnung-mit-patio-623502135/;16,371177;48,233323;01.06.24 02:41
TOLLE- 4 ZI NAHE BRIGITTA PASSAGE + Lift - WG-geeignet! ERSTBEZUG NACH SANIERUNG - Frei März 2022!;DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H;1200 Wien, 20. Bezirk, Brigittenau;110;4 Zimmer;Terrasse, Loggia;1482,89;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/tolle-4-zi-nahe-brigitta-passage-lift-wg-geeignet-erstbezug-nach-sanierung-frei-maerz-2022-391637788/;16,371177;48,233323;02.06.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;42;2 Zimmer;Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-627635287/;16,371177;48,233323;03.06.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;42;2 Zimmer;Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-627635287/;16,371177;48,233323;04.06.24 02:41
Moderne 2-Zimmer-Wohnung mit Gemeinschaftsterrasse nahe Donaukanal und Augarten;CHALUPA IMMOBILIEN SERVICES GMBH;1200 Wien, 20. Bezirk, Brigittenau;50;2 Zimmer;Dachterrasse;790,94;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/moderne-2-zimmer-wohnung-mit-gemeinschaftsterrasse-nahe-donaukanal-und-augarten-625624244/;16,371177;48,233323;05.06.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;40;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-610724939/;16,371177;48,233323;06.06.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;36;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-610724942/;16,371177;48,233323;07.06.24 02:41
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!;EDEX Immobilien GmbH;1200 Wien, 20. Bezirk, Brigittenau;39;2 Zimmer;Balkon, Loggia, Garten;699;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/erstbezug-hochwertige-wohnungen-mit-freiflaeche-zu-mieten-627635281/;16,371177;48,233323;08.06.24 02:41
TOPLAGE | LOGGIATRAUM | SONNIGE 2 ZIMMER | U-BAHN;Immosan Immobilienvermittlung- u. Verwertungs GmbH;1200 Wien, 20. Bezirk, Brigittenau;51;2 Zimmer;Balkon, Loggia;827;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/toplage-loggiatraum-sonnige-2-zimmer-u-bahn-608826538/;16,371177;48,233323;09.06.24 02:41
Großzügige & Helle 3-Zimmer-Altbauwohnung | unbefristet | Nahe Augarten;Immoeko;1200 Wien, 20. Bezirk, Brigittenau;85;3 Zimmer;3 Zimmer;896,55;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/grosszuegige-helle-3-zimmer-altbauwohnung-unbefristet-nahe-augarten-635422651/;16,371177;48,233323;10.06.24 02:41
NEU RENOVIERTE 3-ZIMMER-WOHNUNG - NÄHE AUGARTEN;IMMOBILIEN Sabine Klein e.U.;1200 Wien, 20. Bezirk, Brigittenau;70;3 Zimmer;Terrasse;941,56;/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/neu-renovierte-3-zimmer-wohnung-naehe-augarten-633383222/;16,371177;48,233323;11.06.24 02:41
1020 Novaragasse, 58m2, 3 Zimmer sehr einfache Ausstattung, Küche, 2 Stock ohnen Lift, Ruhelage;Blue Moon KlemenImmobilienhandels KG;1020 Wien, 02. Bezirk, Leopoldstadt, Novaragasse;58;3 Zimmer;3 Zimmer;340;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/1020-novaragasse-58m-3-zimmer-sehr-einfache-ausstattung-kueche-2-stock-ohnen-lift-ruhelage-637353874/;16,385572;48,218755;12.06.24 02:41
Studentenzimmer in wunderschönem Altbau/zentrale Lage;Dr. Max Huber GesmbH;1020 Wien, 02. Bezirk, Leopoldstadt;15;1 Zimmer;Garten;660;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/studentenzimmer-in-wunderschoenem-altbau-zentrale-lage-637431815/;16,379572;48,216695;13.06.24 02:41
*Neues Zuhause nähe Prater/ Praterstern - 3 Zimmer Altbau Mietwohnung*;FairIn OG;1020 Wien, 02. Bezirk, Leopoldstadt;70;3 Zimmer;3 Zimmer;890,45;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/-neues-zuhause-naehe-prater-praterstern-3-zimmer-altbau-mietwohnung-610523890/;16,379572;48,216695;14.06.24 02:41
Traumhafter Altbau-Erstbezug mit 4 Zimmern unbefristet zu mieten in 1020 Wien;ÖRAG Immobilien Vermittlung GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;147;4 Zimmer;Terrasse;2595;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/traumhafter-altbau-erstbezug-mit-4-zimmern-unbefristet-zu-mieten-in-1020-wien-629272150/;16,379572;48,216695;15.06.24 02:41
2 Zimmer Altbau-Wohnung neben dem Augarten // ZWEITBEZUG nach Sanierung // Tafelparkett, Flügeltüren, Altbau-Raumhöhe //;RIWOG Real Estate Management GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;77;2 Zimmer;2 Zimmer;1126,18;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/2-zimmer-altbau-wohnung-neben-dem-augarten-zweitbezug-nach-sanierung-tafelparkett-fluegeltueren-altbau-raumhoehe-620731263/;16,379572;48,216695;16.06.24 02:41
Tolle WG-Wohnung in sehr guter Lage Nähe Volkertmarkt;s REAL - Wien;1020 Wien, 02. Bezirk, Leopoldstadt;69;2 Zimmer;2 Zimmer;949,2;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/tolle-wg-wohnung-in-sehr-guter-lage-naehe-volkertmarkt-637358994/;16,379572;48,216695;17.06.24 02:41
Tolle WG-Wohnung in sehr guter Lage Nähe Volkertmarkt;s REAL - Wien;1020 Wien, 02. Bezirk, Leopoldstadt;69;2 Zimmer;2 Zimmer;949,2;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/tolle-wg-wohnung-in-sehr-guter-lage-naehe-volkertmarkt-637358994/;16,379572;48,216695;18.06.24 02:41
++ ALTBAU am ILGPLATZ ++ ZWEI Zimmer WOHNUNG;Prima Service PS Immobilien;1020 Wien, 02. Bezirk, Leopoldstadt;62;2 Zimmer;2 Zimmer;630;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/-altbau-am-ilgplatz-zwei-zimmer-wohnung-634989878/;16,379572;48,216695;19.06.24 02:41
Unbefristete Hauptmiete - Erstbezug nach Generalsanierung;THOMAS Immobilientreuhand GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;136;4 Zimmer;4 Zimmer;1889,83;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/unbefristete-hauptmiete-erstbezug-nach-generalsanierung-637303534/;16,379572;48,216695;20.06.24 02:41
Unbefristete Hauptmiete - Erstbezug nach Generalsanierung;THOMAS Immobilientreuhand GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;48;2 Zimmer;2 Zimmer;674,32;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/unbefristete-hauptmiete-erstbezug-nach-generalsanierung-637303538/;16,379572;48,216695;21.06.24 02:41
TOLLE WOHNUNG UNBEFRISTET NAHE URANIA;1MMO MK GmbH & Co KG;1020 Wien, 02. Bezirk, Leopoldstadt;150;4 Zimmer;4 Zimmer;1680;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/tolle-wohnung-unbefristet-nahe-urania-618732684/;16,379572;48,216695;22.06.24 02:41
Citywohnung beim Augarten;EVA Immobilien;1020 Wien, 02. Bezirk, Leopoldstadt;59;2 Zimmer;2 Zimmer;800;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/citywohnung-beim-augarten-637092545/;16,379572;48,216695;23.06.24 02:41
Nahe Webster Universität - U1 Nestroyplatz - 2 Zimmer WG Hit;skyimmo Immobilien e.U.;1020 Wien, 02. Bezirk, Leopoldstadt;55;2 Zimmer;2 Zimmer;832,96;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/nahe-webster-universitaet-u1-nestroyplatz-2-zimmer-wg-hit-637073414/;16,379572;48,216695;24.06.24 02:41
1 Zimmer Stadtwohnung - direkt im Zentrum - Mitten im Geschehen;skyimmo Immobilien e.U.;1020 Wien, 02. Bezirk, Leopoldstadt;39;1 Zimmer;1 Zimmer;797,5;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/1-zimmer-stadtwohnung-direkt-im-zentrum-mitten-im-geschehen-637073448/;16,379572;48,216695;25.06.24 02:41
2.Taborstrasse STILALTBAUMIETE NAHE DEM AUGARTEN;Mag. Fritz Real;1020 Wien, 02. Bezirk, Leopoldstadt;58;1 Zimmer;1 Zimmer;750;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/2-taborstrasse-stilaltbaumiete-nahe-dem-augarten-628292126/;16,379572;48,216695;26.06.24 02:41
TRAUMHAFTE 3-ZIMMER WOHNUNG MIT LOGGIA in 1020 Wien;Bürocenter West VAL & IDK Austria;1020 Wien, 02. Bezirk, Leopoldstadt;67;3 Zimmer;Loggia;1554,3;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/traumhafte-3-zimmer-wohnung-mit-loggia-in-1020-wien-636642060/;16,379572;48,216695;27.06.24 02:41
High Life- Kompakte 2 Zimmer-Wohnung mit besten Aussichten;IMMOcontract Immobilien Vermittlung GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;53;2 Zimmer;Loggia;1250;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/high-life-kompakte-2-zimmer-wohnung-mit-besten-aussichten-619892925/;16,379572;48,216695;28.06.24 02:41
Helle sonnige 2-Zimmer-Wohnung beim Augarten und Donaukanal!;Privat;1020 Wien, 02. Bezirk, Leopoldstadt;63;2 Zimmer;2 Zimmer;895,74;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/helle-sonnige-2-zimmer-wohnung-beim-augarten-und-donaukanal-636469327/;16,379572;48,216695;29.06.24 02:41
5.OG!! PRATERNÄHE!!! Top-moderne Neubauwohnung mit Balkon!;Hubner Immobilien;1020 Wien, 02. Bezirk, Leopoldstadt;60;2 Zimmer;Balkon, Loggia;1056;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/5-og-praternaehe-top-moderne-neubauwohnung-mit-balkon-625945526/;16,379572;48,216695;30.06.24 02:41
"Mietwohnung im ""Viertel Zwei"" 1020 Wien";Immo-Company Haas & Urban Immobilien GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;60;2 Zimmer;Loggia;1135,2;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/mietwohnung-im-viertel-zwei-1020-wien-632403846/;16,379572;48,216695;01.07.24 02:41
NESTROYPLATZ - CHARMANT - FREIFLÄCHEN;Rustler Immobilientreuhand GesmbH;1020 Wien, 02. Bezirk, Leopoldstadt;67;2 Zimmer;Balkon;999,99;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/nestroyplatz-charmant-freiflaechen-623474628/;16,379572;48,216695;02.07.24 02:41
Top 3er WG!;Trimond Immobilienmakler GesmbH;1020 Wien, 02. Bezirk, Leopoldstadt;82;3 Zimmer;3 Zimmer;1060,43;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/top-3er-wg-627704560/;16,379572;48,216695;03.07.24 02:41
Perfekt zentral gelegene Wohnung Nähe Schwedenplatz;Real Immo Wien;1020 Wien, 02. Bezirk, Leopoldstadt;54;2 Zimmer;2 Zimmer;950;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/perfekt-zentral-gelegene-wohnung-naehe-schwedenplatz-626182797/;16,379572;48,216695;04.07.24 02:41
Moderne Neubau-Wohnung großem Balkon mitten in der City;ANOBIS IMMOBILIEN GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;48;2 Zimmer;Terrasse, Balkon;977,04;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/moderne-neubau-wohnung-grossem-balkon-mitten-in-der-city-632389513/;16,379572;48,216695;05.07.24 02:41
HELLE NEUBAUWOHNUG MIT GROSSER LOGGIA UND TIEFGARAGENSTELLPLATZ;Tom Krauss Immo GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;67;2 Zimmer;Loggia;1108,53;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/helle-neubauwohnug-mit-grosser-loggia-und-tiefgaragenstellplatz-603180414/;16,379572;48,216695;06.07.24 02:41
Charmante 3-Zimmerwohnung mit Terrasse im Dachgeschoss, Befristet, Nähe Augarten;IMV Makler GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;72;3 Zimmer;Terrasse;1264,04;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/charmante-3-zimmerwohnung-mit-terrasse-im-dachgeschoss-befristet-naehe-augarten-619451304/;16,379572;48,216695;07.07.24 02:41
# SQ - SANIERTE NEUBAUWOHNUNG DIREKT BEIM PRATERSTERN --- 3.LIFTSTOCK;STADTQUARTIER Home;1020 Wien, 02. Bezirk, Leopoldstadt;95;3 Zimmer;Balkon;1682,09;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/-sq-sanierte-neubauwohnung-direkt-beim-praterstern-3-liftstock-619396364/;16,379572;48,216695;08.07.24 02:41
Nestroyplatz / Praterstern: 3-4-Zimmer-Wohnung mit Loggia für Studenten oder Bastler mit U-Bahn vor der Haustür!;PR-Immobilien;1020 Wien, 02. Bezirk, Leopoldstadt;100;4 Zimmer;Balkon, Loggia;1690;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/nestroyplatz-praterstern-3-4-zimmer-wohnung-mit-loggia-fuer-studenten-oder-bastler-mit-u-bahn-vor-der-haustuer-610527663/;16,379572;48,216695;09.07.24 02:41
Dachgeschoss-Wohnung mit Terrasse // 3 Zimmer / Klimaanlage / Lift;RIWOG Real Estate Management GmbH;1020 Wien, 02. Bezirk, Leopoldstadt;77;3 Zimmer;Terrasse;1500;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/dachgeschoss-wohnung-mit-terrasse-3-zimmer-klimaanlage-lift-636077633/;16,379572;48,216695;10.07.24 02:41
Unbefristeter 81m2 Stilaltbau mit Einbauküche - 1020 Wien;SITARZ & PARTNER IMMOBILIEN GMBH;1020 Wien, 02. Bezirk, Leopoldstadt;81;3 Zimmer;3 Zimmer;1099;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/unbefristeter-81m-stilaltbau-mit-einbaukueche-1020-wien-636054327/;16,379572;48,216695;11.07.24 02:41
